sampleName	originalIndex	Cell.Type..Samples	MajorType	JustPyra	GabaDeep	PyramidalDeep	WithOxtr	WithHtr3a	CellType	forContanim	Normalize2.0	Normalize	MainName	Description	Region	Anatomical.Region	Age	AgeExact	Method	RNA.isolation.method	RNA.amplification.and.labeling.method	Platform	Reference	PMID	SharePermit	Notes	MouseStrain	ReporterGene	Cortex.Astrocyte	Cortex.Gabaergic	Cortex.Microglia	Cortex.Oligo	Cortex.Pyramidal	Brainstem.Astrocyte	Brainstem.Microglia	Brainstem.MotorCholin	Brainstem.Oligo	Brainstem.Serotonergic	Forebrain.Astrocyte	Forebrain.Cholin	Forebrain.Microglia	Forebrain.Oligo	SpinalCord.Astrocyte	SpinalCord.Microglia	SpinalCord.MotorCholin	SpinalCord.Oligo	Striatum.Astrocyte	Striatum.Cholin	Striatum.Microglia	Striatum.Oligo	Striatum.Spiny	Cerebellum.Astrocyte	Cerebellum.Basket	Cerebellum.CerebGranule	Cerebellum.Golgi	Cerebellum.Microglia	Cerebellum.Oligo	Cerebellum.Purkinje	Amygdala.Astrocyte	Amygdala.Gluta	Amygdala.Microglia	Amygdala.Oligo	Amygdala.Pyramidal	Hippocampus.Astrocyte	Hippocampus.DentateGranule	Hippocampus.Gabaergic	Hippocampus.Microglia	Hippocampus.Oligo	Hippocampus.Pyramidal	Thalamus.Astrocyte	Thalamus.Gabaergic	Thalamus.Hypocretinergic	Thalamus.Microglia	Thalamus.Oligo	Midbrain.Astrocyte	Midbrain.Cholin	Midbrain.Dopaminergic	Midbrain.Microglia	Midbrain.Oligo	Midbrain.Serotonergic	LocusCereuleus.Astrocyte	LocusCereuleus.Microglia	LocusCereuleus.Oligo	LocusCereuleus.Th_positive_LC	Ependymal.Astrocyte	Ependymal.Ependymal	Ependymal.Microglia	Ependymal.Oligo
GSM337832	12	H_stell_basket_cerebellum:v2_GSM337831,v2_GSM337832,v2_GSM337833	Neuron	NA	Basket	Basket	Basket	Basket	Basket	Basket	TRUE	TRUE	Basket	Stellate Basket Cells	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	GPL1261	Doyle et al., 2008	19013282	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.463700285166819	NA	0.570460991627297	0.284499244307264	0.215097882010119	0.403509278902434	0.339940297558399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM337833	12	H_stell_basket_cerebellum:v2_GSM337831,v2_GSM337832,v2_GSM337833	Neuron	NA	Basket	Basket	Basket	Basket	Basket	Basket	TRUE	TRUE	Basket	Stellate Basket Cells	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	GPL1261	Doyle et al., 2008	19013282	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.455730936015923	NA	0.59331305050887	0.305385489066103	0.211693003415192	0.368642179426965	0.361949397835195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM337834	13	H_granule_cerebellum:v2_GSM337834,v2_GSM337835,v2_GSM337836	Neuron	NA	CerebGranule	CerebGranule	CerebGranule	CerebGranule	CerebGranule	CerebGranule	TRUE	TRUE	GranuleCereb	Granule Cells	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	GPL1261	Doyle et al., 2008	19013282	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.186394607789234	0.104066415080827	NA	0.297912514997593	0.193033541517716	0.177757103874723	0.204266614700305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM337835	13	H_granule_cerebellum:v2_GSM337834,v2_GSM337835,v2_GSM337836	Neuron	NA	CerebGranule	CerebGranule	CerebGranule	CerebGranule	CerebGranule	CerebGranule	TRUE	TRUE	GranuleCereb	Granule Cells	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	GPL1261	Doyle et al., 2008	19013282	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.189817443934957	0.12181325633373	NA	0.275203607984615	0.194728665261158	0.180071462336544	0.213833034351315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM337836	13	H_granule_cerebellum:v2_GSM337834,v2_GSM337835,v2_GSM337836	Neuron	NA	CerebGranule	CerebGranule	CerebGranule	CerebGranule	CerebGranule	CerebGranule	TRUE	TRUE	GranuleCereb	Granule Cells	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	GPL1261	Doyle et al., 2008	19013282	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.200342846006309	0.106826283908393	NA	0.277122482172409	0.194092860652836	0.177069660036549	0.219598055154159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM337796	14	H_molig_cerebellum:v2_GSM337796,v2_GSM337797,v2_GSM337798	Glia	NA	Oligo	Oligo	Oligo	Oligo	Oligo	Oligo	TRUE	TRUE	OligoMature	Mature Oligodendrocytes	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	GPL1261	Doyle et al., 2008	19013282	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.428678584347874	0.360982274043287	0.676778455746702	0.314665490066755	0.257363803433664	NA	0.374204649879199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM337797	14	H_molig_cerebellum:v2_GSM337796,v2_GSM337797,v2_GSM337798	Glia	NA	Oligo	Oligo	Oligo	Oligo	Oligo	Oligo	TRUE	TRUE	OligoMature	Mature Oligodendrocytes	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	GPL1261	Doyle et al., 2008	19013282	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.453416675322794	0.382895432114575	0.730633946635267	0.367796607475769	0.258781654847455	NA	0.424454516504001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM337798	14	H_molig_cerebellum:v2_GSM337796,v2_GSM337797,v2_GSM337798	Glia	NA	Oligo	Oligo	Oligo	Oligo	Oligo	Oligo	TRUE	TRUE	OligoMature	Mature Oligodendrocytes	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	GPL1261	Doyle et al., 2008	19013282	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.387617045113486	0.256142226178214	0.616433756361652	0.249844059539227	0.256858652497304	NA	0.310950144127218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM337800	15	H_molig_cortex:v2_GSM337800,v2_GSM337801,v2_GSM337802	Glia	NA	Oligo	Oligo	Oligo	Oligo	Oligo	Oligo	TRUE	TRUE	OligoMature	Mature Oligodendrocytes	Cortex,Cerebrum	Cortex	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	GPL1261	Doyle et al., 2008	19013282	TRUE	NA			0.309165503488506	0.330280159838746	0.193375926945078	NA	0.613189752324913	0.275335504733856	0.146568219044172	0.260139065909611	NA	0.25144964380317	0.272738845852628	0.39845123702797	0.145193617641633	NA	0.275299431163718	0.14744883822669	0.364012506829967	NA	0.348354331492706	0.296894212560762	0.219188469539542	NA	0.50982682977612	NA	NA	NA	NA	NA	NA	NA	0.279538933787035	0.436048408615983	0.161561932624442	NA	0.369797924637029	0.268830256104415	0.372234913175172	0.334943180224231	0.164003167087368	NA	0.373156244635334	0.288392643837162	0.364024248684064	0.349898392121205	0.154784506859098	NA	0.311994822675719	0.262238548435548	0.331594106793009	0.206936980499086	NA	0.204437424861081	0.279847125060494	0.144237698409446	NA	0.416906529454658	0.258867323403405	0.248298550883118	0.128638575689147	NA
GSM337801	15	H_molig_cortex:v2_GSM337800,v2_GSM337801,v2_GSM337802	Glia	NA	Oligo	Oligo	Oligo	Oligo	Oligo	Oligo	TRUE	TRUE	OligoMature	Mature Oligodendrocytes	Cortex,Cerebrum	Cortex	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	GPL1261	Doyle et al., 2008	19013282	TRUE	NA			0.304778316625924	0.291767529669353	0.202006318429746	NA	0.611009412667404	0.273936094751139	0.161781672725135	0.254772490989601	NA	0.24642694080412	0.271300315923384	0.382344723287499	0.15978554586797	NA	0.276473848089242	0.160725987840597	0.357105375215543	NA	0.347407044523896	0.302955288254317	0.221229351916898	NA	0.495140193127348	NA	NA	NA	NA	NA	NA	NA	0.275799858139205	0.469116206205073	0.174170861393164	NA	0.288098792528227	0.264138596101294	0.384778913629497	0.338546222134672	0.176588563995263	NA	0.327177338348879	0.281896320583042	0.354806548700387	0.334318096286746	0.17073316227959	NA	0.309318916154165	0.2594481629762	0.274106709321111	0.21810931322679	NA	0.206137159456411	0.274106920878055	0.159094574952719	NA	0.415541697738784	0.263961015141455	0.22862417980312	0.14512099392611	NA
GSM337802	15	H_molig_cortex:v2_GSM337800,v2_GSM337801,v2_GSM337802	Glia	NA	Oligo	Oligo	Oligo	Oligo	Oligo	Oligo	TRUE	TRUE	OligoMature	Mature Oligodendrocytes	Cortex,Cerebrum	Cortex	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	GPL1261	Doyle et al., 2008	19013282	TRUE	NA			0.291473878725696	0.26414531420006	0.191636437977601	NA	0.564636432086719	0.257801634083913	0.148118714297239	0.236388448374066	NA	0.238304838296575	0.253628551686849	0.372778484787197	0.145213822181599	NA	0.253039753495955	0.14604914276628	0.339288160423247	NA	0.334197994224778	0.306269089134408	0.210221419234542	NA	0.44749408948006	NA	NA	NA	NA	NA	NA	NA	0.25947238437923	0.451464917491825	0.160789163630708	NA	0.28178005872733	0.247946041447176	0.380330812700568	0.308827836407894	0.161720663155127	NA	0.320581919831703	0.264668738479895	0.330174427115254	0.315222660534498	0.156417839252664	NA	0.293797769475955	0.25234618246893	0.270274601720304	0.207138604781351	NA	0.20021164827962	0.257332834460581	0.143847500145674	NA	0.386694069652777	0.241158114388467	0.217155068411846	0.134686109126278	NA
GSM337841	16	H_mixed_olig_cerebellum:v2_GSM337841,v2_GSM337842,v2_GSM337843	Glia	NA	Oligo	Oligo	Oligo	Oligo	Oligo	Oligo	TRUE	TRUE	OligMix	Mixed Oligodendrocytes	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	GPL1261	Doyle et al., 2008	19013282	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.431539622500768	0.216923264728555	0.365829173579253	0.362763604359088	0.244309202812082	NA	0.214319380086367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM337842	16	H_mixed_olig_cerebellum:v2_GSM337841,v2_GSM337842,v2_GSM337843	Glia	NA	Oligo	Oligo	Oligo	Oligo	Oligo	Oligo	TRUE	TRUE	OligMix	Mixed Oligodendrocytes	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	GPL1261	Doyle et al., 2008	19013282	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.420677459367523	0.241011838236738	0.3616522259326	0.368102167192293	0.2409184257913	NA	0.221481532166948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM337843	16	H_mixed_olig_cerebellum:v2_GSM337841,v2_GSM337842,v2_GSM337843	Glia	NA	Oligo	Oligo	Oligo	Oligo	Oligo	Oligo	TRUE	TRUE	OligMix	Mixed Oligodendrocytes	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	GPL1261	Doyle et al., 2008	19013282	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.437026900811227	0.220050950515808	0.378072310771088	0.363704555895014	0.241848901674747	NA	0.216472366897273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM337844	17	H_mixed_olig_cortex:v2_GSM337844,v2_GSM337845,v2_GSM337846	Glia	NA	Oligo	Oligo	Oligo	Oligo	Oligo	Oligo	TRUE	TRUE	OligMix	Mixed Oligodendrocytes	Cortex,Cerebrum	Cortex	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	GPL1261	Doyle et al., 2008	19013282	TRUE	NA			0.403270478318138	0.273442845856379	0.182102233812567	NA	0.247287233682361	0.352753089616398	0.119077234908539	0.180541855840767	NA	0.211743459872524	0.343046226897199	0.304087087112487	0.11449962299089	NA	0.350486843936381	0.1168248906192	0.24174383895654	NA	0.42884848565271	0.294894375299533	0.197429696308621	NA	0.309342166472223	NA	NA	NA	NA	NA	NA	NA	0.347055181390948	0.288216627577452	0.140828282268386	NA	0.180675812712636	0.334394306488961	0.278635331454253	0.206899416200581	0.134303949653564	NA	0.190311184308764	0.360817148177854	0.232648825425835	0.282938091082063	0.126365483943625	NA	0.390755608531258	0.213692272284236	0.148142117575027	0.185769036637576	NA	0.213959748506057	0.357138418371858	0.118260160982316	NA	0.285959391177144	0.314471159968392	0.282235457557527	0.114209083494462	NA
GSM337845	17	H_mixed_olig_cortex:v2_GSM337844,v2_GSM337845,v2_GSM337846	Glia	NA	Oligo	Oligo	Oligo	Oligo	Oligo	Oligo	TRUE	TRUE	OligMix	Mixed Oligodendrocytes	Cortex,Cerebrum	Cortex	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	GPL1261	Doyle et al., 2008	19013282	TRUE	NA			0.402405896057792	0.288221899455961	0.176044500843157	NA	0.309725965757771	0.353002917875344	0.117051757665237	0.184616494186291	NA	0.203695717449499	0.342932962084392	0.306862983962503	0.113350702807517	NA	0.348635826070846	0.115056517046143	0.257598460301478	NA	0.428337970010402	0.284875511459463	0.193829107737908	NA	0.342690315403879	NA	NA	NA	NA	NA	NA	NA	0.345541348772998	0.313585167596049	0.136293409168182	NA	0.208245023694957	0.337053877915527	0.267207026687545	0.226905738244958	0.130410406356455	NA	0.186590171939232	0.359205205532383	0.251794420885387	0.294510696086954	0.125699740991076	NA	0.388561532187917	0.214567896706775	0.178192945135789	0.181245574655952	NA	0.200283847636143	0.356036411350156	0.113808910152994	NA	0.311479362948585	0.313549745003437	0.271645132463554	0.113485365241665	NA
GSM337846	17	H_mixed_olig_cortex:v2_GSM337844,v2_GSM337845,v2_GSM337846	Glia	NA	Oligo	Oligo	Oligo	Oligo	Oligo	Oligo	TRUE	TRUE	OligMix	Mixed Oligodendrocytes	Cortex,Cerebrum	Cortex	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	GPL1261	Doyle et al., 2008	19013282	TRUE	NA			0.415954551395281	0.319121586691189	0.179907466760558	NA	0.433667504039631	0.367508292436101	0.121178108129274	0.219936469521106	NA	0.226394695575295	0.35769287799747	0.347469619863194	0.118465484904484	NA	0.365685737699267	0.120008175911853	0.302992475169788	NA	0.441828450022219	0.313007829137344	0.196574002381989	NA	0.402613526926479	NA	NA	NA	NA	NA	NA	NA	0.363347206741314	0.381583993023947	0.140702480291714	NA	0.248101658781999	0.354962834716754	0.296512091288059	0.263616192811574	0.137382147509598	NA	0.255567833904896	0.376824938609001	0.283976908103676	0.327081753368552	0.129543352762312	NA	0.408276877053591	0.240923474345847	0.198366133355573	0.185274203091758	NA	0.201725246354379	0.37690006489629	0.117976824547317	NA	0.351479764365315	0.335463296162365	0.278335328553238	0.11038273167314	NA
GSM337848	18	H_purkinje_cerebellum:v2_GSM337848,v2_GSM337849,v2_GSM337850,v2_GSM337851,v2_GSM337852,v2_GSM337853	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	GPL1261	Doyle et al., 2008	19013282	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22659837347081	0.166788513239346	0.27410593377872	0.181070514225275	0.180452695739717	0.171674620747226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM337849	18	H_purkinje_cerebellum:v2_GSM337848,v2_GSM337849,v2_GSM337850,v2_GSM337851,v2_GSM337852,v2_GSM337853	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	GPL1261	Doyle et al., 2008	19013282	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.227281879178849	0.130538997266638	0.305109118203867	0.199158696792933	0.180830376364858	0.197276474274667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM337850	18	H_purkinje_cerebellum:v2_GSM337848,v2_GSM337849,v2_GSM337850,v2_GSM337851,v2_GSM337852,v2_GSM337853	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	GPL1261	Doyle et al., 2008	19013282	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.219176344928877	0.166921728111559	0.287860849073925	0.16870712969026	0.181567678631711	0.176793600228662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM337851	18	H_purkinje_cerebellum:v2_GSM337848,v2_GSM337849,v2_GSM337850,v2_GSM337851,v2_GSM337852,v2_GSM337853	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	GPL1261	Doyle et al., 2008	19013282	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.220047969084251	0.15095738384395	0.279863030504153	0.180176106154037	0.177216313595932	0.195461849704367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM337852	18	H_purkinje_cerebellum:v2_GSM337848,v2_GSM337849,v2_GSM337850,v2_GSM337851,v2_GSM337852,v2_GSM337853	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	GPL1261	Doyle et al., 2008	19013282	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.216375784745017	0.163387880523073	0.286805277394279	0.182878177343674	0.177987019551683	0.191124773183643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM337853	18	H_purkinje_cerebellum:v2_GSM337848,v2_GSM337849,v2_GSM337850,v2_GSM337851,v2_GSM337852,v2_GSM337853	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	GPL1261	Doyle et al., 2008	19013282	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.219332247012451	0.176237225231211	0.265016254743135	0.184832511836806	0.174546593005744	0.180716887245536	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM337861	19	H_bergmann_cerebellum:v2_GSM337861,v2_GSM337862,v2_GSM337863	Glia	NA	Bergmann	Bergmann	Bergmann	Bergmann	Bergmann	Astrocyte	TRUE	TRUE	Bergmann	Bergman Glia	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	GPL1261	Doyle et al., 2008	19013282	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.199315309448222	0.411961861553547	0.211480151056244	0.264076582431104	0.471238494294766	0.176396107003908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM337862	19	H_bergmann_cerebellum:v2_GSM337861,v2_GSM337862,v2_GSM337863	Glia	NA	Bergmann	Bergmann	Bergmann	Bergmann	Bergmann	Astrocyte	TRUE	TRUE	Bergmann	Bergman Glia	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	GPL1261	Doyle et al., 2008	19013282	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.166720112207995	0.446278107739473	0.216688320248805	0.26142257186761	0.46267902338387	0.187891763571478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM337863	19	H_bergmann_cerebellum:v2_GSM337861,v2_GSM337862,v2_GSM337863	Glia	NA	Bergmann	Bergmann	Bergmann	Bergmann	Bergmann	Astrocyte	TRUE	TRUE	Bergmann	Bergman Glia	Cerebellum	Cerebellum	46-80	Adult	TRAP	RNeasy Micro Kit	T7 IVT	GPL1261	Doyle et al., 2008	19013282	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.180065004483581	0.473383240221492	0.230369432763526	0.263396440158677	0.475739695579932	0.193618490380977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM241912	20	B_astrosP17:v2_GSM241912,v2_GSM241914,v2_GSM241926	Glia	NA	Astrocyte	Astrocyte	Astrocyte	Astrocyte	Astrocyte	Astrocyte	TRUE	TRUE	Astrocyte	Astrocytes	Cortex,Cerebrum	Cortex	14-35	17	PAN/FACS	RNeasy Micro Kit	T7 IVT	GPL1261	Cahoy et al., 2008	18171944	TRUE	NA			NA	0.126852728102037	0.260541409547408	0.282609740866284	0.194776584197907	NA	0.19362443480865	0.13564959503338	0.165953265769956	0.0942896313994901	NA	0.137022533255552	0.188399136016263	0.204835905827378	NA	0.183541157231348	0.142777672594747	0.170898428289951	NA	0.212889817500478	0.271014638715217	0.25814070244811	0.156166040170512	NA	NA	NA	NA	NA	NA	NA	NA	0.152463250260531	0.205886577011085	0.225940551618733	0.125555898471647	NA	0.165494936805886	0.189932408328508	0.210688709929374	0.219529737985744	0.154360680978338	NA	0.199661672993865	0.138450062599116	0.199798420917406	0.208598395660721	NA	0.154892620634748	0.130138230031225	0.259932735244064	0.256979376581507	0.121377263576284	NA	0.192265189940993	0.209740790192579	0.160668393024308	NA	0.17128015398878	0.143142681099508	0.163615537455164
GSM241914	20	B_astrosP17:v2_GSM241912,v2_GSM241914,v2_GSM241926	Glia	NA	Astrocyte	Astrocyte	Astrocyte	Astrocyte	Astrocyte	Astrocyte	TRUE	TRUE	Astrocyte	Astrocytes	Cortex,Cerebrum	Cortex	14-35	17	PAN/FACS	RNeasy Micro Kit	T7 IVT	GPL1261	Cahoy et al., 2008	18171944	TRUE	NA			NA	0.125639276740807	0.261226636987678	0.282077448827448	0.187244337276885	NA	0.196511548630586	0.13210243612527	0.17053591766623	0.103042808479159	NA	0.141515133542138	0.192093250632451	0.208752210640265	NA	0.186657597295608	0.137546662047415	0.172523592738459	NA	0.216274024435945	0.27232468083859	0.263058608053722	0.162795928062836	NA	NA	NA	NA	NA	NA	NA	NA	0.164750271186588	0.204366301461298	0.223099999696606	0.128454602162182	NA	0.147900849464624	0.202421831687195	0.210544573176605	0.219286073415584	0.156618488140321	NA	0.20605443027967	0.147467768362541	0.201970775317112	0.214454966544347	NA	0.148228676619648	0.134711124468983	0.260865218107806	0.262457586947866	0.125255568565668	NA	0.195761080128782	0.210840043530252	0.152827047275271	NA	0.157634171212381	0.145594199895118	0.162259839174247
