HID	humanGene	mouseGene
1888	NPAT	Npat
1891	NPTX1	Nptx1
1892	NPTX2	Nptx2
1895	NT5E	Nt5e
1896	NTF3	Ntf3
1897	NTHL1	Nthl1
1898	NTRK1	Ntrk1
1901	NUP88	Nup88
1902	NVL	Nvl
1903	OAS1	Oas1a
1903	OAS1	Oas1g
1905	OCLN	Ocln
1906	ODC1	Odc1
1907	ODF2	Odf2
1909	OGG1	Ogg1
1910	OLR1	Olr1
1912	TNFRSF11B	Tnfrsf11b
1913	OPHN1	Ophn1
1915	OR3A1	Olfr402
1918	SLC22A18	Slc22a18
1921	P2RX1	P2rx1
1922	P2RX3	P2rx3
1923	P2RX4	P2rx4
1924	P2RX5	P2rx5
1925	P2RX7	P2rx7
1926	P2RY1	P2ry1
1927	P2RY2	P2ry2
1930	FURIN	Furin
1932	PAFAH1B2	Pafah1b2
1933	PAFAH1B3	Pafah1b3
1936	PAK1	Pak1
1937	PALM	Palm
1940	PAWR	Pawr
1943	PCDH8	Pcdh8
1944	PCK1	Pck1
1945	PCNA	Pcna
1946	PCOLCE	Pcolce
1949	CDK18	Cdk18
1950	PDC	Pdc
1951	PDCD2	Pdcd2
1952	PDE2A	Pde2a
1953	PDE4B	Pde4b
1954	PDE6D	Pde6d
1955	PDE6G	Pde6g
1956	PDE7A	Pde7a
1957	PDE8A	Pde8a
1960	PDGFRB	Pdgfrb
1964	PDZK1	Pdzk1
1965	SERPINF1	Serpinf1
1966	PER1	Per1
1967	PEX13	Pex13
1969	CFP	Cfp
1972	PFDN5	Pfdn5
1974	PFN2	Pfn2
1978	PGF	Pgf
1979	PGM1	Pgm2
1980	PHB	Phb
1981	PHKA1	Phka1
1982	PIGA	Piga
1984	PIGR	Pigr
1986	PIK3C3	Pik3c3
1990	PIP	Pip
1993	PLAG1	Plag1
1994	PLAGL2	Plagl2
1997	PLCG1	Plcg1
2000	PLEK	Plek
2001	PLIN1	Plin1
2003	PLP2	Plp2
2004	PLRG1	Plrg1
2013	POLB	Polb
2014	POLD1	Pold1
2015	POLE2	Pole2
2016	POLG	Polg
2017	POLR2C	Polr2c
2018	POLR2E	Polr2e
2019	POLR2G	Polr2g
2023	POU4F3	Pou4f3
2026	PPL	Ppl
2027	PPM1B	Ppm1b
2032	PPP1R7	Ppp1r7
2033	PPP1R10	Ppp1r10
2035	PPP2R2A	Ppp2r2a
2038	PPP4C	Ppp4c
2039	PPY	Ppy
2041	PRELP	Prelp
2042	PREP	Prep
2044	PRG2	Prg2
2054	PKN2	Pkn2
2055	PRKD3	Prkd3
2056	PRKCSH	Prkcsh
2058	MAPK4	Mapk4
2060	MAPK7	Mapk7
2063	MAP2K1	Map2k1
2069	PROX1	Prox1
2073	PRPSAP2	Prpsap2
2075	TMPRSS15	Tmprss15
2080	PSMA1	Psma1
2081	PSMA2	Psma2
2082	PSMA3	Psma3
2083	PSMA4	Psma4
2084	PSMA5	Psma5
2085	PSMA6	Psma6
2086	PSMA8	Psma8
2087	PSMB1	Psmb1
2088	PSMB2	Psmb2
2089	PSMB3	Psmb3
2090	PSMB4	Psmb4
2092	PSMB6	Psmb6
2093	PSMB7	Psmb7
2094	PSMB9	Psmb9
2095	PSMC1	Psmc1
2096	PSMC2	Psmc2
2097	PSMC3	Psmc3
2098	PSMC5	Psmc5
2100	PSMD1	Psmd1
2101	PSMD2	Psmd2
2102	PSMD3	Psmd3
2104	PSMD7	Psmd7
2106	PSMD9	Psmd9
2108	PSMD11	Psmd11
2109	PSMD12	Psmd12
2110	PSMD13	Psmd13
2111	PSME3	Psme3
2113	PTHLH	Pthlh
2117	PTN	Ptn
2119	PTPN1	Ptpn1
2120	PTPN4	Ptpn4
2121	PTPN9	Ptpn9
2122	PTPN11	Ptpn11
2125	PTPRB	Ptprb
2126	PTPRC	Ptprc
2129	PTPRG	Ptprg
2130	PTPRJ	Ptprj
2134	PTPRN2	Ptprn2
2135	PTPRR	Ptprr
2136	PTPRZ1	Ptprz1
2137	PVALB	Pvalb
2138	PVRL1	Pvrl1
2140	ABCD3	Abcd3
2142	ALDH18A1	Aldh18a1
2143	PCYT2	Pcyt2
2145	PYGM	Pygm
2149	RAB3B	Rab3b
2155	RAD51	Rad51
2156	RAD51D	Rad51d
2162	RAP1A	Rap1a
2163	RAP1GAP	Rap1gap
2166	RARRES1	Rarres1
2167	RARRES2	Rarres2
2168	RASA1	Rasa1
2169	RASGRF2	Rasgrf2
2172	RBL1	Rbl1
2175	RBP1	Rbp1
2176	RCN2	Rcn2
2177	RCVRN	Rcvrn
2179	RDH5	Rdh5
2180	NF2	Nf2
2182	REL	Rel
2184	RENBP	Renbp
2185	UPF1	Upf1
2187	RFC1	Rfc1
2188	RFC3	Rfc3
2189	RFX1	Rfx1
2191	RGS1	Rgs1
2192	RGS2	Rgs2
2193	RGS7	Rgs7
2195	RGS12	Rgs12
2196	RGS16	Rgs16
2197	GRK1	Grk1
2198	RIT2	Rit2
2199	RNF2	Rnf2
2202	RNASEH1	Rnaseh1
2204	RNH1	Rnh1
2205	ABCE1	Abce1
2206	ROBO1	Robo1
2207	ROS1	Ros1
2208	RPA1	Rpa1
2212	MRPL12	Mrpl12
2213	RPN1	Rpn1
2214	RPN2	Rpn2
2218	RREB1	Rreb1
2220	RXRA	Rxra
2223	S100A3	S100a3
2224	S100A5	S100a5
2225	S100A8	S100a8
2227	S100A9	S100a9
2228	S100A10	S100a10
2229	SAFB	Safb
2230	SALL1	Sall1
2232	SATB1	Satb1
2234	ATXN2	Atxn2
2236	CLEC11A	Clec11a
2237	SCN9A	Scn9a
2241	CCL13	Ccl2
2242	CCL3L3	Ccl3
2244	CCL5	Ccl5
2245	CCL2	Ccl12
2246	CCL17	Ccl17
2247	CCL21	Gm10591
2247	CCL21	Gm21541
2247	CCL21	LOC100041593
2247	CCL21	LOC100041504
2247	CCL21	Ccl21a
2247	CCL21	Ccl21c
2247	CCL21	Gm13304
2247	CCL21	Ccl21b
2247	CCL21	Gm1987
2248	CCL24	Ccl24
2250	XCL1	Xcl1
2251	CX3CL1	Cx3cl1
2252	SDC1	Sdc1
2253	SDC2	Sdc2
2255	SDHB	Sdhb
2256	SDHC	Sdhc
2260	SELP	Selp
2261	SELPLG	Selplg
2263	SEPW1	Sepw1
2266	SFRP1	Sfrp1
2267	SFRP4	Sfrp4
2268	SFRP5	Sfrp5
2271	SFTPC	Sftpc
2272	SFTPD	Sftpd
2275	SH3BGRL	Sh3bgrl
2276	SH3BP2	Sh3bp2
2277	ITSN1	Itsn1
2281	ST6GAL1	St6gal1
2282	ST8SIA1	St8sia1
2283	STIL	Stil
2289	SLC5A2	Slc5a2
2290	SLC6A1	Slc6a1
2291	SLC6A6	Slc6a6
2297	SLC34A2	Slc34a2
2298	SLC18A2	Slc18a2
2302	SLIT1	Slit1
2303	SLIT3	Slit3
2305	SLPI	Slpi
2308	SMARCA2	Smarca2
2310	SMARCB1	Smarcb1
2312	SMARCC2	Smarcc2
2314	SMARCD3	Smarcd3
2317	SNAPC1	Snapc1
2318	SNAPC2	Snapc2
2320	SNCB	Sncb
2321	SNAPC4	Snapc4
2322	SNCG	Sncg
2325	SNRPA1	Snrpa1
2331	SNTA1	Snta1
2332	SNX2	Snx2
2333	SOAT1	Soat1
2334	SOD3	Sod3
2336	SORL1	Sorl1
2338	SOX4	Sox4
2340	SP2	Sp2
2341	SP4	Sp4
2342	UAP1	Uap1
2343	SPAG4	Spag4
2346	SPI1	Spi1
2353	SPTAN1	Sptan1
2354	SPTBN1	Sptbn1
2355	SQLE	Sqle
2361	SRP19	Srp19
2362	SRP54	Srp54b
2362	SRP54	Srp54a
2364	SRPR	Srpr
2365	TRIM21	Trim21
2366	SSB	Ssb
2368	SSR1	Ssr1
2369	SSR2	Ssr2
2371	STAC	Stac
2373	STAT6	Stat6
2374	STC1	Stc1
2376	NEK4	Nek4
2380	STRN	Strn
2381	STX5	Stx5a
2382	STXBP1	Stxbp1
2384	SUPT5H	Supt5
2386	SUPV3L1	Supv3l1
2387	SURF1	Surf1
2388	SUV39H1	Suv39h1
2389	SYCP1	Sycp1
2390	SYK	Syk
2391	SYP	Syp
2393	T	T
2394	TAC1	Tac1
2395	ADAM17	Adam17
2398	TAGLN	Tagln
2400	TAL1	Tal1
2401	TAPBP	Tapbp
2402	TBCC	Tbcc
2404	TBP	Tbp
2407	TCF4	Tcf4
2408	TCF3	Tcf3
2411	GCFC2	Gcfc2
2412	NFE2L2	Nfe2l2
2414	TCF21	Tcf21
2415	TDG	Gm5806
2415	TDG	Tdg
2416	TDGF1	Tdgf1
2418	TEAD1	Tead1
2419	TMBIM6	Tmbim6
2421	TFAP2A	Tfap2a
2422	TFAP2E	Tfap2e
2423	TFAP2C	Tfap2c
2424	TFAP4	Tfap4
2425	ARFRP1	Arfrp1
2426	TFF1	Tff1
2427	TFF3	Tff3
2428	TFR2	Tfr2
2429	TFRC	Tfrc
2430	TG	Tg
2431	TGFA	Tgfa
2432	TGFB2	Tgfb2
2433	TGFB3	Tgfb3
2434	LEFTY2	Lefty2
2435	TGFBR2	Tgfbr2
2436	TGFBR3	Tgfbr3
2438	THBS2	Thbs2
2441	THRSP	Thrsp
2443	TIAM1	Tiam1
2444	TIMP2	Timp2
2445	TJP1	Tjp1
2447	ICAM5	Icam5
2449	SEC62	Sec62
2453	TSPAN4	Tspan4
2454	GPR137B	Gpr137b
2455	LBR	Lbr
2459	CLDN5	Cldn5
2462	TNNI1	Tnni1
2467	TOP1	Top1
2468	TPD52L1	Tpd52l1
2469	TPD52L2	Tpd52l2
2471	TPP2	Tpp2
2475	NR2C2	Nr2c2
2476	HSP90B1	Hsp90b1
2478	TRPC1	Trpc1
2481	TSSC1	Tssc1
2482	PHLDA2	Phlda2
2484	TSTA3	Tsta3
2485	TTC1	Ttc1
2486	DNAJC3	Dnajc3
2487	TTC3	Ttc3
2488	NKX2-1	Nkx2-1
2489	TTK	Ttk
2490	TUFM	Tufm
2491	TULP1	Tulp1
2492	TULP2	Tulp2
2495	TNFSF4	Tnfsf4
2496	TNFRSF4	Tnfrsf4
2497	TXK	Txk
2502	UBA7	Uba7
2506	UBE2D2	Ube2d2a
2508	UBE2G1	Ube2g1
2514	SUMO1	Sumo1
2515	UCN	Ucn
2516	UCP2	Ucp2
2517	UCP3	Ucp3
2518	SCGB1A1	Scgb1a1
2520	UGDH	Ugdh
2522	UMOD	Umod
2524	UPP1	Upp1
2525	UQCRC1	Uqcrc1
2527	USF2	Usf2
2528	USP1	Usp1
2530	VAV2	Vav2
2531	VBP1	Vbp1
2534	VEGFA	Vegfa
2536	VGF	Vgf
2538	VIM	Vim
2539	VIP	Vip
2540	VIPR2	Vipr2
2541	VRK1	Vrk1
2542	VSNL1	Vsnl1
2546	CORO2A	Coro2a
2550	WNT8B	Wnt8b
2551	WNT9B	Wnt9b
2554	XPO1	Xpo1
2555	XRCC4	Xrcc4
2556	YY1	Yy1
2558	ZFP36	Zfp36
2560	ZBTB14	Zbtb14
2561	ZFX	Zfx
2562	ZIC1	Zic1
2567	CNBP	Cnbp
2568	ZNF35	Zfp105
2569	ZNF76	Zfp523
2572	ZNF169	Zfp169
2575	ZBTB17	Zbtb17
2580	ZNF205	Zfp13
2586	DNALI1	Dnali1
2587	PTP4A1	Ptp4a1
2589	PAX8	Pax8
2590	FZD5	Fzd5
2591	SCG2	Scg2
2592	USP7	Usp7
2593	DEK	Dek
2595	RASSF7	Rassf7
2597	CUL5	Cul5
2599	MFAP5	Mfap5
2603	GPR68	Gpr68
2606	NRIP1	Nrip1
2608	NAA10	Naa10
2614	AXIN1	Axin1
2616	CDC45	Cdc45
2617	FZD6	Fzd6
2619	FZD9	Fzd9
2626	HYAL3	Hyal3
2628	NME5	Nme5
2634	PIP4K2B	Pip4k2b
2635	PLA2G6	Pla2g6
2636	PLA2G10	Pla2g10
2637	SLC25A11	Slc25a11
2640	ULK1	Ulk1
2643	ANXA9	Anxa9
2645	LTBP4	Ltbp4
2647	ZNF282	Zfp282
2652	NSMAF	Nsmaf
2657	DOC2A	Doc2a
2658	DHX16	Dhx16
2660	CUL4B	Cul4b
2661	CUL3	Cul3
2662	CUL2	Cul2
2663	CUL1	Cul1
2664	FOXN1	Foxn1
2666	TPST2	Tpst2
2667	TPST1	Tpst1
2668	KLF11	Klf11
2670	AURKA	Aurka
2672	FKBP6	Fkbp6
2675	GPR65	Gpr65
2676	RAE1	Rae1
2677	OFD1	Ofd1
2678	SEMA7A	Sema7a
2679	CILP	Cilp
2680	SLC4A7	Slc4a7
2682	RGS5	Rgs5
2683	MAP4K3	Map4k3
2685	PPFIBP1	Ppfibp1
2688	SLC43A1	Slc43a1
2689	PKP4	Pkp4
2690	PIK3R3	Pik3r3
2691	PEX3	Pex3
2693	CNTNAP1	Cntnap1
2694	ENC1	Enc1
2695	NIPSNAP1	Nipsnap1
2697	ITGA10	Itga10
2698	IKBKG	Ikbkg
2699	IKBKAP	Ikbkap
2701	HAT1	Hat1
2702	GCM1	Gcm1
2705	DGKE	Dgke
2708	YBX3	Ybx3
2709	CPZ	Cpz
2710	COPS3	Cops3
2711	CHST1	Chst1
2712	CBX4	Cbx4
2714	BCAS1	Bcas1
2715	BARX2	Barx2
2716	AGPS	Agps
2717	PIR	Pir
2718	CGGBP1	Cggbp1
2722	BHLHE40	Bhlhe40
2724	TCAP	Tcap
2726	PRPF18	Prpf18
2729	KMO	Kmo
2730	YARS	Yars
2731	PDXK	Pdxk
2734	KHSRP	Khsrp
2735	PDLIM4	Pdlim4
2736	CASK	Cask
2737	AKR7A2	Akr7a5
2738	PRKRA	Prkra
2739	STK16	Stk16
2741	SCARF1	Scarf1
2742	LY6D	Ly6d
2743	OR6A2	Olfr2
2744	TNFSF11	Tnfsf11
2745	RGS20	Rgs20
2746	FAM193A	Fam193a
2751	KLF7	Klf7
2752	PPAP2C	Ppap2c
2753	STC2	Stc2
2754	USO1	Uso1
2755	CADPS	Cadps
2758	PDE8B	Pde8b
2759	PSMG1	Psmg1
2760	RFXANK	Rfxank
2762	JRK	Jrk
2764	SKAP1	Skap1
2765	UNC5C	Unc5c
2766	RTCA	Rtca
2768	SSNA1	Ssna1
2769	OASL	Oasl1
2770	AOC3	Aoc3
2771	DCHS1	Dchs1
2773	KCNK5	Kcnk5
2774	CHRD	Chrd
2775	NUMB	Numb
2776	SOCS1	Socs1
2778	IRS2	Irs2
2779	EIF3A	Eif3a
2780	EIF3B	Eif3b
2781	EIF3C	Eif3c
2782	EIF3D	Eif3d
2783	EIF3F	Eif3f
2784	EIF3G	Eif3g
2785	EIF3H	Eif3h
2786	EIF3I	Eif3i
2789	EIF4G3	Eif4g3
2791	STX16	Stx16
2792	STX11	Stx11
2794	BECN1	Becn1
2797	JRKL	Jrkl
2799	S1PR4	S1pr4
2800	MRPL40	Mrpl40
2801	DNAH11	Dnah11
2804	B4GALT2	B4galt2
2805	B3GALT4	B3galt4
2807	TRADD	Tradd
2808	MBTPS1	Mbtps1
2809	EDF1	Edf1
2811	SNX30	Snx30
2813	URI1	Uri1
2814	EED	Eed
2815	CTNNAL1	Ctnnal1
2816	RNMT	Rnmt
2820	RIPK1	Ripk1
2821	CRADD	Cradd
2822	TNFSF14	Tnfsf14
2824	TNFSF10	Tnfsf10
2826	ADAM23	Adam23
2829	ADAM15	Adam15
2830	ADAM7	Adam7
2833	TNFRSF14	Tnfrsf14
2836	FADD	Fadd
2838	NAPG	Napg
2839	NAPA	Napa
2840	MTMR1	Mtmr1
2841	MPDZ	Mpdz
2843	RIOK3	Riok3
2844	MATN4	Matn4
2845	RGS9	Rgs9
2846	DLK1	Dlk1
2847	FPGT	Fpgt
2848	TNFRSF11A	Tnfrsf11a
2850	SCEL	Scel
2852	PEX11B	Pex11b
2854	SUCLG2	Suclg2
2856	SUCLA2	Sucla2
2859	IL18RAP	Il18rap
2860	IL1RL2	Il1rl2
2861	IL18R1	Il18r1
2862	IL1RL1	Il1rl1
2863	GALR2	Galr2
2865	DPM1	Dpm1
2866	BANF1	Banf1
2867	FGF18	Fgf18
2869	SAP30	Sap30
2871	INPP4A	Inpp4a
2872	FGF17	Fgf17
2875	NRP2	Nrp2
2876	NRP1	Nrp1
2879	TMEM11	Tmem11
2880	SOCS2	Socs2
2881	GGH	Ggh
2882	WISP2	Wisp2
2883	WISP1	Wisp1
2887	AKAP4	Akap4
2888	ASAP2	Asap2
2890	PROZ	Proz
2891	LDB1	Ldb1
2893	ST3GAL5	St3gal5
2894	IER3	Ier3
2895	ARHGEF7	Arhgef7
2897	SGPL1	Sgpl1
2899	CDC16	Cdc16
2900	ZPR1	Zfp259
2902	MCM3AP	Mcm3ap
2903	EIF2B5	Eif2b5
2904	EIF2S2	Eif2s2
2908	AP1S2	Ap1s2
2912	BCL10	Bcl10
2914	FOXH1	Foxh1
2916	MBD4	Mbd4
2917	MBD3	Mbd3
2918	MBD2	Mbd2
2919	SKAP2	Skap2
2920	WASF1	Wasf1
2921	ST13	St13
2923	TOP3B	Top3b
2924	CDK5R2	Cdk5r2
2925	KYNU	Kynu
2926	AP3D1	Ap3d1
2929	STBD1	Stbd1
2930	SELENBP1	Selenbp2
2930	SELENBP1	Selenbp1
2931	ATP6V0E1	Atp6v0e
2935	HAP1	Hap1
2937	SLC25A14	Slc25a14
2939	MPZL1	Mpzl1
2940	MAP3K14	Map3k14
2941	SOCS3	Socs3
2942	CH25H	Ch25h
2944	RNF8	Rnf8
2946	RHBDL1	Rhbdl1
2947	TM4SF5	Tm4sf5
2948	CCRL2	Ccrl2
2949	SEMA5A	Sema5a
2951	UBA3	Uba3
2952	UBE2M	Ube2m
2953	MYOM2	Myom2
2954	SPAG9	Spag9
2957	DOK2	Dok2
2958	SH2D2A	Sh2d2a
2959	AIP	Aip
2961	GPRC5A	Gprc5a
2965	SLC13A2	Slc13a2
2966	TNK1	Tnk1
2967	BBOX1	Bbox1
2968	PAX2	Pax2
2970	NPR2	Npr2
2971	NFKB1	Nfkb1
2972	OSMR	Osmr
2974	FCGR2B	Fcgr2b
2975	GJB2	Gjb2
2978	ADCY3	Adcy3
2979	AMPD2	Ampd2
2981	ARRB1	Arrb1
2983	ATIC	Atic
2984	ATOX1	Atox1
2985	ATP5A1	Atp5a1
2986	ATP6V0B	Atp6v0b
2987	B2M	B2m
2988	BCL2A1	Bcl2a1b
2988	BCL2A1	Bcl2a1a
2988	BCL2A1	Bcl2a1d
2989	BCL2L2	Bcl2l2
2990	BNIP3	Bnip3
2991	BYSL	Bysl
2992	C3AR1	C3ar1
2994	CCBL2	Ccbl2
2995	CCNG1	Ccng1
2997	CDH16	Cdh16
2999	CDKN1B	Cdkn1b
3000	AP2M1	Ap2m1
3001	AP2S1	Ap2s1
3006	COX8A	Cox8a
3008	CRYBB3	Crybb3
3011	DCTN1	Dctn1
3012	DDIT3	Ddit3
3014	DNTT	Dntt
3018	ECHS1	Echs1
3019	EFNB2	Efnb2
3020	EIF2S1	Eif2s1
3021	EIF4EBP1	Eif4ebp1
3022	EIF4EBP2	Eif4ebp2
3023	EMX2	Emx2
3025	EYA4	Eya4
3028	EFEMP1	Efemp1
3029	FCER1G	Fcer1g
3030	FCGRT	Fcgrt
3033	FDXR	Fdxr
3034	FEN1	Fen1
3035	FGF11	Fgf11
3036	FGF13	Fgf13
3037	FGF14	Fgf14
3038	FKBP5	Fkbp5
3040	FLT3	Flt3
3043	GIP	Gip
3045	GNG11	Gng11
3046	GPS1	Gps1
3050	HABP2	Habp2
3054	KCNMB1	Kcnmb1
3055	LBP	Lbp
3057	CITED1	Cited1
3058	MYO9B	Myo9b
3059	NDUFB7	Ndufb7
3060	DRG1	Drg1
3064	PRKAR2A	Prkar2a
3065	PSPN	Pspn
3066	PYY	Pyy
3069	RAB27A	Rab27a
3070	RBP2	Rbp2
3071	RRAD	Rrad
3073	SDHA	Sdha
3074	SHMT1	Shmt1
3075	SLC1A2	Slc1a2
3078	SNRPD3	Snrpd3
3079	SREBF1	Srebf1
3081	TANK	Tank
3084	WARS	Wars
3098	USP2	Usp2
3100	AIFM1	Aifm1
3101	SYNGR3	Syngr3
3106	FIBP	Fibp
3107	EBAG9	Ebag9
3110	PTTG1	Pttg1
3112	UBE2L6	Ube2l6
3113	GPR50	Gpr50
3114	MFHAS1	Mfhas1
3116	CYTH3	Cyth3
3118	S1PR2	S1pr2
3119	ATP6V1F	Atp6v1f
3120	SOCS6	Socs6
3121	CD83	Cd83
3123	KLF4	Klf4
3125	TRIP13	Trip13
3129	JMJD1C	Jmjd1c
3132	GLP2R	Glp2r
3133	EFTUD2	Eftud2
3134	PRLHR	Prlhr
3135	RAB28	Rab28
3136	RAB9B	Rab9b
3137	SLC9A3R1	Slc9a3r1
3138	PLAA	Plaa
3140	SLC22A13	Slc22a13
3141	TGFBRAP1	Tgfbrap1
3142	CD101	Cd101
3144	RECQL4	Recql4
3145	SEP15	Sep15
3147	SEMA4F	Sema4f
3148	MED21	Med21
3149	FADS2	Fads2
3150	CHST2	Chst2
3151	MED17	Med17
3152	MED27	Med27
3153	MED7	Med7
3155	HOMER1	Homer1
3156	CHST3	Chst3
3157	AKAP6	Akap6
3158	MED20	Med20
3159	PIGL	Pigl
3160	PMPCB	Pmpcb
3161	EEF1E1	Eef1e1
3162	BAG3	Bag3
3165	GTPBP1	Gtpbp1
3167	CYTIP	Cytip
3168	NFE2L3	Nfe2l3
3169	CARTPT	Cartpt
3170	RIN1	Rin1
3171	GDA	Gda
3173	TRAF4	Traf4
3175	ABCB7	Abcb7
3177	TGFBR1	Tgfbr1
3180	RHOH	Rhoh
3182	ARR3	Arr3
3183	ARRB2	Arrb2
3189	BAD	Bad
3190	BAG1	Bag1
3191	BCL9	Bcl9
3192	BCR	Bcr
3193	BCS1L	Bcs1l
3194	BNIP2	Bnip2
3195	BNIP3L	Gm10480
3195	BNIP3L	Bnip3l
3197	BRAF	Braf
3198	BST1	Bst1
3201	OSGIN2	Osgin2
3202	LDLRAD4	Ldlrad4
3203	PTTG1IP	Pttg1ip
3208	CCNG2	Ccng2
3209	CD74	Cd74
3210	UBE2R2	Ube2r2
3211	CEBPA	Cebpa
3213	CLCN2	Clcn2
3214	CCR6	Ccr6
3215	CNN2	Cnn2
3217	COL12A1	Col12a1
3218	COPA	Copa
3219	COX6A1	Cox6a1
3221	COX11	Cox11
3222	CRABP1	Crabp1
3223	CREB1	Creb1
3228	VCAN	Vcan
3229	NCAN	Ncan
3230	NKX2-5	Nkx2-5
3231	CTBS	Ctbs
3233	CYP8B1	Cyp8b1
3234	DAG1	Dag1
3235	DAP	Dap
3236	DBN1	Dbn1
3238	DDX6	Ddx6
3240	DFFA	Dffa
3241	DFFB	Dffb
3242	DFNA5	Dfna5
3243	SEPT2	Sept2
3244	DLX2	Dlx2
3247	DMPK	Dmpk
3249	TRDMT1	Trdmt1
3251	RCAN1	Rcan1
3254	DUSP1	Dusp1
3255	DUSP2	Dusp2
3256	DUSP5	Dusp5
3259	E4F1	E4f1
3260	ECM1	Ecm1
3262	EFNA1	Efna1
3263	EFNB1	Efnb1
3265	ELF3	Elf3
3272	EPS8	Eps8
3273	ERBB2	Erbb2
3274	ERH	Erh
3275	ETFDH	Etfdh
3276	ETV5	Etv5
3277	EXTL1	Extl1
3278	ACSL3	Acsl3
3279	DPP4	Dpp4
3280	FARSA	Farsa
3281	FDFT1	Fdft1
3282	FGD1	Fgd1
3283	FGF5	Fgf5
3284	FGF10	Fgf10
3285	GPC5	Gpc5
3288	FIGF	Figf
3290	FOXD1	Foxd1
3291	FOXE1	Foxe1
3292	FOXD2	Foxd2
3293	FLOT2	Flot2
3294	NAALAD2	Naalad2
3295	FRG1	Frg1
3296	FUT7	Fut7
3297	GALNT2	Galnt2
3299	GNG4	Gng4
3300	GOLGA2	Golga2
3303	GRB14	Grb14
3304	GTF2A2	Gtf2a2
3306	HDGF	Hdgf
3307	FOXA1	Foxa1
3308	FOXA3	Foxa3
3309	ONECUT1	Onecut1
3315	IDI1	Idi1
3318	ILK	Ilk
3320	KIF2A	Kif2a
3322	KIF11	Kif11
3323	LLGL2	Llgl2
3325	MCM2	Mcm2
3326	MEOX1	Meox1
3327	MGST3	Mgst3
3329	MMP2	Mmp2
3331	MYBPC2	Mybpc2
3332	MYT1	Myt1
3334	NAP1L3	Nap1l3
3336	NCAM2	Ncam2
3337	NDUFA1	Ndufa1
3338	NDUFA3	Ndufa3
3341	NDUFB2	Ndufb2
3342	NDUFB4	Ndufb4
3342	NDUFB4	Gm3873
3342	NDUFB4	Gm3244
3343	NDUFB10	Ndufb10
3344	NDUFC2	Ndufc2
3346	NDUFS3	Ndufs3
3349	NFATC4	Nfatc4
3351	NOTCH4	Notch4
3354	OVOL1	Ovol1
3355	PARK2	Park2
3356	PCK2	Pck2
3357	PET112	Pet112
3361	PIGH	Pigh
3362	PIK3C2G	Pik3c2g
3363	PKNOX1	Pknox1
3364	PKP2	Pkp2
3370	MAP4K2	Map4k2
3371	RABGGTB	Rabggtb
3373	SCN2B	Scn2b
3374	SCO1	Sco1
3375	CCL20	Ccl20
3381	SNRPD2	Snrpd2
3383	TROVE2	Trove2
3384	STAU1	Stau1
3388	TBCA	Tbca
3389	TBX6	Tbx6
3391	TGM2	Tgm2
3392	TK2	Tk2
3393	TM4SF4	Tm4sf4
3394	TOP3A	Top3a
3395	TRAF6	Traf6
3397	TSN	Tsn
3399	VIPR1	Vipr1
3401	XPC	Xpc
3402	FANCG	Fancg
3404	DAP3	Dap3
3408	RAB7A	Rab7
3409	BAG6	Bag6
3411	CDK2AP1	Cdk2ap1
3412	PABPN1	Pabpn1
3413	COIL	Coil
3415	DPF1	Dpf1
3416	C21orf33	D10Jhu81e
3416	LOC102724023	D10Jhu81e
3418	USP9X	Usp9x
3419	KDM5A	Kdm5a
3420	AXIN2	Axin2
3421	BAP1	Bap1
3422	SDPR	Sdpr
3423	RASAL1	Rasal1
3424	MMP23B	Mmp23
3425	DDX3X	Ddx3x
3426	CDC23	Cdc23
3430	HERC2	Herc2
3432	CLIC3	Clic3
3435	MAP3K6	Map3k6
3436	ASH2L	Ash2l
3437	RGN	Rgn
3438	SPARCL1	Sparcl1
3440	MTMR4	Mtmr4
3441	NMI	Nmi
3442	MTA1	Mta1
3444	ATP6V0D1	Atp6v0d1
3446	PRPF4	Prpf4
3447	PRPF3	Prpf3
3448	FAM50A	Fam50a
3451	RABEP1	Rabep1
3452	RRP9	Rrp9
3454	ARHGEF1	Arhgef1
3456	SYNGR1	Syngr1
3458	NEMF	Nemf
3463	COX7A2L	Cox7a2l
3465	LPAR2	Lpar2
3467	AP4M1	Ap4m1
3468	ARHGEF2	Arhgef2
3470	BUB3	Bub3
3472	SLC24A1	Slc24a1
3473	DDX21	Ddx21
3475	ETF1	Etf1
3476	SLC33A1	Slc33a1
3480	MTA2	Mta2
3483	LRAT	Lrat
3484	DLGAP2	Dlgap2
3486	DLG5	Dlg5
3487	CCPG1	Ccpg1
3489	CRLF1	Crlf1
3490	GCM2	Gcm2
3494	RGL2	Rgl2
3496	ITGB1BP1	Itgb1bp1
3498	BCL7C	Bcl7c
3499	COPB2	Copb2
3500	GPR37L1	Gpr37l1
3506	B4GALT6	B4galt6
3507	B4GALT5	B4galt5
3508	PTGDR2	Gpr44
3510	TCEAL1	Tceal1
3511	VAMP3	Vamp3
3512	SNAP29	Snap29
3513	NDST3	Ndst3
3515	TXNL1	Txnl1
3516	SLIT2	Slit2
3517	UBE4A	Ube4a
3519	ITGBL1	Itgbl1
3520	PPIG	Ppig
3521	LONP1	Lonp1
3522	RAB33A	Rab33a
3525	ADIPOQ	Adipoq
3527	ZFYVE9	Zfyve9
3530	SLC22A14	Slc22a14
3536	LPXN	Lpxn
3537	PEX16	Pex16
